iata_code,name,type,iso_country,municipality,latitude,longitude
SCR,Scandinavian Mountains Airport,medium_airport,SE,Malung-Sälen,61.158393, 12.842503
KID,Kristianstad Airport,medium_airport,SE,Kristianstad,55.92169952392578, 14.08549976348877
OSK,Oskarshamn Airport,small_airport,SE,,57.350498, 16.497999
KLR,Kalmar Airport,medium_airport,SE,Kalmar,56.685501, 16.2876
MMX,Malmö Sturup Airport,medium_airport,SE,Malmö,55.536305, 13.376198
HAD,Halmstad Airport,medium_airport,SE,Halmstad,56.69110107421875, 12.820199966430664
VXO,Växjö Kronoberg Airport,medium_airport,SE,Växjö,56.929100036621094, 14.727999687194824
EVG,Sveg Airport,medium_airport,SE,Sveg,62.047798, 14.4229
GEV,Gällivare Airport,medium_airport,SE,Gällivare,67.13240051269531, 20.814599990844727
KRF,Kramfors-Sollefteå Höga Kusten Airport,medium_airport,SE,Nyland,63.048599, 17.7689
LYC,Lycksele Airport,medium_airport,SE,Lycksele,64.548302, 18.7162
SDL,Sundsvall-Härnösand Airport,medium_airport,SE,Sundsvall/ Härnösand,62.528099060058594, 17.443899154663086
OER,Örnsköldsvik Airport,medium_airport,SE,Örnsköldsvik,63.40829849243164, 18.989999771118164
KRN,Kiruna Airport,medium_airport,SE,Kiruna,67.821998596191, 20.336799621582
SFT,Skellefteå Airport,medium_airport,SE,Skellefteå,64.62480163574219, 21.076900482177734
UME,Umeå Airport,medium_airport,SE,Umeå,63.791801452637, 20.282800674438
VHM,Vilhelmina South Lapland Airport,medium_airport,SE,Vilhelmina,64.579102, 16.833599
AJR,Arvidsjaur Airport,medium_airport,SE,Arvidsjaur,65.59030151367188, 19.28190040588379
SOO,Söderhamn Airport,medium_airport,SE,Söderhamn,61.26150131225586, 17.09910011291504
OSD,Åre Östersund Airport,medium_airport,SE,Östersund,63.194400787354, 14.50030040741
ORB,Örebro Airport,medium_airport,SE,Örebro,59.22370147705078, 15.038000106811523
HFS,Hagfors Airport,medium_airport,SE,Råda,60.0201, 13.5789
KSD,Karlstad Airport,medium_airport,SE,Karlstad,59.444698333699996, 13.337400436400001
VST,Stockholm Västerås Airport,medium_airport,SE,Stockholm / Västerås,59.58940124511719, 16.63360023498535
LLA,Luleå Airport,medium_airport,SE,Luleå,65.5438, 22.122
ARN,Stockholm-Arlanda Airport,large_airport,SE,Stockholm,59.651901245117, 17.918600082397
BMA,Stockholm-Bromma Airport,medium_airport,SE,Stockholm,59.354400634765625, 17.941699981689453
BLE,Dala Airport,medium_airport,SE,Borlange,60.422001, 15.5152
HLF,Hultsfred Airport,small_airport,SE,,57.525799, 15.8233
GVX,Gävle Sandviken Airport,medium_airport,SE,Gävle / Sandviken,60.593299865722656, 16.951400756835938
LPI,Linköping City Airport,medium_airport,SE,Linköping,58.4062004089, 15.680500030500001
NRK,Norrköping Airport,medium_airport,SE,Norrköping,58.586299896240234, 16.250600814819336
TYF,Torsby Airport,medium_airport,SE,Torsby,60.1576, 12.9913
EKT,Eskilstuna Airport,medium_airport,SE,Eskilstuna,59.351101, 16.708401
VBY,Visby Airport,medium_airport,SE,Visby,57.662799835205, 18.346200942993
VVK,Västervik Airport,small_airport,SE,Västervik,57.779999, 16.5236
AGH,Ängelholm-Helsingborg Airport,medium_airport,SE,Ängelholm,56.29610061645508, 12.847100257873535
SQO,Storuman Airport,medium_airport,SE,Storuman,64.960899, 17.6966
IDB,Idre Airport,small_airport,SE,Idre,61.869701, 12.6894
PJA,Pajala Airport,medium_airport,SE,,67.24559783935547, 23.068899154663086
HMV,Hemavan Airport,medium_airport,SE,Hemavan,65.806099, 15.0828
DSE,Kombolcha Airport,small_airport,ET,Dessie,11.10992, 39.72353
GLC,Geladi Airport,small_airport,ET,Geladi,6.984439849849999, 46.4213981628
SHC,Shire Inda Selassie Airport,small_airport,ET,Shire Inda Selassie,14.075699, 38.273592
SPM,Spangdahlem Air Base,medium_airport,DE,Trier,49.9726982117, 6.69250011444
RMS,Ramstein Air Base,medium_airport,DE,Ramstein,49.436901, 7.60028
FRZ,Fritzlar Army Airfield,medium_airport,DE,Fritzlar,51.1146, 9.286
ILH,Illesheim Army Heliport,heliport,DE,Storck Barracks,49.4739, 10.3881
KZG,Flugplatz Kitzingen,small_airport,DE,Kitzingen,49.743099, 10.2006
FCN,Nordholz Naval Airbase,medium_airport,DE,Cuxhaven,53.7677001953, 8.658499717709999
GKE,Geilenkirchen Air Base,medium_airport,DE,,50.9608, 6.04242
RLG,Rostock-Laage Airport,medium_airport,DE,Rostock,53.9182014465, 12.278300285299999
WBG,Schleswig Air Base,medium_airport,DE,Jagel,54.459301, 9.51633
WIE,Wiesbaden Army Airfield,medium_airport,DE,Wiesbaden,50.049800872802734, 8.325400352478027
IGS,Ingolstadt Manching Airport,medium_airport,DE,Manching,48.7156982421875, 11.534000396728516
DGP,Daugavpils International Airport,medium_airport,LV,Daugavpils,55.944721, 26.665001
LPX,Liepāja International Airport,medium_airport,LV,Liepāja,56.51750183105469, 21.096900939941406
RIX,Riga International Airport,large_airport,LV,Riga,56.923599, 23.9711
VNT,Ventspils International Airport,medium_airport,LV,Ventspils,57.35779953, 21.5442008972
EXI,Excursion Inlet Seaplane Base,seaplane_base,US,Excursion Inlet,58.420502, -135.449005
KUN,Kaunas International Airport,medium_airport,LT,Kaunas,54.96390151977539, 24.084800720214844
PLQ,Palanga International Airport,medium_airport,LT,Palanga,55.973201751708984, 21.093900680541992
PNV,Panevėžys Air Base,medium_airport,LT,Panevėžys,55.729400634765625, 24.460800170898438
SQQ,Šiauliai International Airport,medium_airport,LT,Šiauliai,55.89390182495117, 23.395000457763672
VNO,Vilnius International Airport,large_airport,LT,Vilnius,54.634102, 25.285801
RGR,Ranger Municipal Airport,small_airport,US,Ranger,32.4525985718, -98.682800293
ALJ,Alexander Bay Airport,medium_airport,ZA,Alexander Bay,-28.575001, 16.5333
AGZ,Aggeneys Airport,medium_airport,ZA,Aggeneys,-29.28179931640625, 18.813899993896484
ADY,Alldays Airport,small_airport,ZA,Alldays,-22.679001, 29.0555
BIY,Bisho Airport,medium_airport,ZA,Bisho,-32.8970985413, 27.279100418099997
BFN,Bram Fischer International Airport,medium_airport,ZA,Bloemfontain,-29.092699, 26.302401
UTE,Bultfontein Airport,small_airport,ZA,Bultfontein,-28.273369, 26.135835
ASS,Arathusa Safari Lodge Airport,small_airport,ZA,Arathusa,-24.744165, 31.522499
CDO,Cradock Airport,small_airport,ZA,Cradock,-32.1567001343, 25.6455993652
CPT,Cape Town International Airport,large_airport,ZA,Cape Town,-33.9648017883, 18.6016998291
DUK,Mubatuba Airport,small_airport,ZA,Mubatuba,-28.36840057373047, 32.24810028076172
PZL,Zulu Inyala Airport,small_airport,ZA,Phinda,-27.84939956665039, 32.30970001220703
ELS,Ben Schoeman Airport,medium_airport,ZA,East London,-33.035599, 27.825899
EMG,Empangeni Airport,small_airport,ZA,Empangeni,-28.719999313354492, 31.889999389648438
ELL,Ellisras Matimba Airport,small_airport,ZA,Ellisras,-23.726699829101562, 27.68829917907715
FCB,Ficksburg Sentraoes Airport,medium_airport,ZA,Ficksburg,-28.82309913635254, 27.908899307250977
GCJ,Grand Central Airport,medium_airport,ZA,Midrand,-25.986299514799995, 28.1401004791
GRJ,George Airport,medium_airport,ZA,George,-34.0056, 22.378902
GIY,Giyani Airport,small_airport,ZA,Giyani,-23.283300399780273, 30.649999618530273
QRA,Rand Airport,medium_airport,ZA,Johannesburg,-26.2425, 28.151199
HLW,Hluhluwe Airport,small_airport,ZA,Hluhluwe,-28.0166049887, 32.2751712799
HRS,Harrismith Airport,medium_airport,ZA,Harrismith,-28.23509979248047, 29.106199264526367
HDS,Hoedspruit Air Force Base Airport,small_airport,ZA,Hoedspruit,-24.368600845299998, 31.0487003326
KXE,P C Pelser Airport,medium_airport,ZA,Klerksdorp,-26.8710994720459, 26.718000411987305
KIM,Kimberley Airport,medium_airport,ZA,Kimberley,-28.802799224900003, 24.7651996613
MQP,Kruger Mpumalanga International Airport,medium_airport,ZA,Mpumalanga,-25.3831996918, 31.1056003571
KOF,Komatipoort Airport,small_airport,ZA,Komatipoort,-25.44029998779297, 31.93000030517578
KMH,Johan Pienaar Airport,medium_airport,ZA,Kuruman,-27.45669937133789, 23.411399841308594
KLZ,Kleinsee Airport,medium_airport,ZA,Kleinsee,-29.6884002686, 17.093999862700002
HLA,Lanseria International Airport,medium_airport,ZA,Johannesburg,-25.938499, 27.9261
LMR,Lime Acres Finsch Mine Airport,medium_airport,ZA,Lime Acres,-28.36009979248047, 23.43910026550293
LDZ,Londolozi Airport,small_airport,ZA,Londolozi,-24.7478, 31.4743
DUR,King Shaka International Airport,large_airport,ZA,Durban,-29.6144444444, 31.1197222222
LUJ,Lusikisiki Airport,small_airport,ZA,Lusikisiki,-31.36669921875, 29.58329963684082
LCD,Louis Trichardt Airport,small_airport,ZA,Louis Trichardt,-23.061899185180664, 29.864700317382812
SDB,Langebaanweg Airport,medium_airport,ZA,Langebaanweg,-32.968898773199996, 18.1602993011
LAY,Ladysmith Airport,medium_airport,ZA,Ladysmith,-28.5816993713, 29.749700546299998
AAM,Malamala Airport,medium_airport,ZA,Malamala,-24.818099975585938, 31.544599533081055
MGH,Margate Airport,medium_airport,ZA,Margate,-30.8574008942, 30.343000412
MEZ,Musina(Messina) Airport,small_airport,ZA,Musina,-22.356000900299996, 29.9862003326
MBD,Mmabatho International Airport,medium_airport,ZA,Mafeking,-25.798400878900004, 25.548000335699996
LLE,Riverside Airport,medium_airport,ZA,Malelane,-25.4300003052, 31.5767002106
MZY,Mossel Bay Airport,small_airport,ZA,Mossel Bay,-34.158746, 22.055676
MZQ,Mkuze Airport,medium_airport,ZA,Mkuze,-27.626100540161133, 32.0443000793457
NCS,Newcastle Airport,medium_airport,ZA,Newcastle,-27.7705993652, 29.976900100699996
NGL,Ngala Airport,small_airport,ZA,Ngala,-24.389, 31.326
NLP,Nelspruit Airport,small_airport,ZA,Nelspruit,-25.5, 30.9137992859
OVG,Overberg Airport,small_airport,ZA,Overberg,-34.563474, 20.252438
OUH,Oudtshoorn Airport,medium_airport,ZA,Oudtshoorn,-33.6069984436, 22.188999176
JNB,OR Tambo International Airport,large_airport,ZA,Johannesburg,-26.1392, 28.246
AFD,Port Alfred Airport,small_airport,ZA,Port Alfred,-33.555057, 26.881656
PLZ,Chief Dawid Stuurman International Airport,medium_airport,ZA,Gqeberha (Port Elizabeth),-33.984901, 25.6173
PBZ,Plettenberg Bay Airport,medium_airport,ZA,Plettenberg Bay,-34.08816, 23.328723
PHW,Hendrik Van Eck Airport,medium_airport,ZA,Phalaborwa,-23.937200546299998, 31.1553993225
JOH,Port St Johns Airport,medium_airport,ZA,Port St Johns,-31.60612, 29.52175
PRK,Prieska Airport,small_airport,ZA,Prieska,-29.6835994720459, 22.770599365234375
PZB,Pietermaritzburg Airport,medium_airport,ZA,Pietermaritzburg,-29.649000167799997, 30.3987007141
NTY,Pilanesberg International Airport,small_airport,ZA,Pilanesberg,-25.333799, 27.173401
PTG,Polokwane International Airport,medium_airport,ZA,Polokwane,-23.845269, 29.458615
PCF,Potchefstroom Airport,medium_airport,ZA,Potchefstroom,-26.670999527, 27.0818996429
UTW,Queenstown Airport,medium_airport,ZA,Queenstown,-31.92020034790039, 26.882200241088867
RCB,Richards Bay Airport,medium_airport,ZA,Richards Bay,-28.740999221800003, 32.0920982361
RVO,Reivilo Airport,small_airport,ZA,Reivilo,-27.547199249267578, 24.172500610351562
ROD,Robertson Airport,medium_airport,ZA,Robertson,-33.812198638916016, 19.902799606323242
SBU,Springbok Airport,medium_airport,ZA,Springbok,-29.689300537109375, 17.939599990844727
ZEC,Secunda Airport,medium_airport,ZA,Secunda,-26.52409935, 29.170099258399997
GSS,Sabi Sabi Airport,small_airport,ZA,Belfast,-24.947375434199998, 31.4488477707
SIS,Sishen Airport,medium_airport,ZA,Sishen,-27.6485996246, 22.9993000031
SZK,Skukuza Airport,medium_airport,ZA,Skukuza,-24.960899353, 31.5886993408
THY,Thohoyandou Airport,small_airport,ZA,Thohoyandou,-23.076900482177734, 30.38360023498535
TCU,Thaba Nchu Tar Airport,small_airport,ZA,Homeward,-29.317800521850586, 26.822799682617188
LTA,Tzaneen Airport,medium_airport,ZA,Tzaneen,-23.8243999481, 30.329299926799997
ULD,Prince Mangosuthu Buthelezi Airport,medium_airport,ZA,Ulundi,-28.3206005096, 31.4165000916
UTN,Pierre Van Ryneveld Airport,medium_airport,ZA,Upington,-28.39909935, 21.260200500499998
UTT,K. D. Matanzima Airport,medium_airport,ZA,Mthatha,-31.546363184900002, 28.6733551025
VRU,Vryburg Airport,medium_airport,ZA,Vyrburg,-26.9824008942, 24.7287998199
VIR,Virginia Airport,medium_airport,ZA,Durban,-29.770599365234375, 31.058399200439453
VRE,Vredendal Airport,medium_airport,ZA,Vredendal,-31.641000747680664, 18.5447998046875
VYD,Vryheid Airport,small_airport,ZA,Vryheid,-27.78689956665039, 30.79640007019043
PRY,Wonderboom Airport,medium_airport,ZA,Pretoria,-25.6539, 28.224199
WKF,Waterkloof Air Force Base,medium_airport,ZA,Pretoria,-25.829999923699997, 28.222499847399998
FRW,P G Matante Intl,medium_airport,BW,Francistown,-21.15914, 27.468545
GNZ,Ghanzi Airport,small_airport,BW,Ghanzi,-21.6924991607666, 21.658100128173828
JWA,Jwaneng Airport,medium_airport,BW,Jwaneng,-24.602301, 24.691
BBK,Kasane Airport,medium_airport,BW,Kasane,-17.832899, 25.162399
KHW,Khwai River Lodge Airport,small_airport,BW,Khwai River Lodge,-19.149999618530273, 23.783000946044922
LOQ,Lobatse Airport,small_airport,BW,Lobatse,-25.1981, 25.7139
MUB,Maun Airport,medium_airport,BW,Maun,-19.97260093688965, 23.431100845336914
ORP,Orapa Airport,small_airport,BW,Orapa,-21.265901, 25.319667
QPH,Palapye Airport,small_airport,BW,Palapye,-22.564087, 27.136745
GBE,Sir Seretse Khama International Airport,large_airport,BW,Gaborone,-24.555201, 25.9182
SXN,Sua Pan Airport,medium_airport,BW,Sowa,-20.5534, 26.115801
PKW,Selebi Phikwe Airport,medium_airport,BW,Selebi Phikwe,-22.0583, 27.8288
SVT,Savuti Airport,small_airport,BW,Savuti,-18.518475, 24.077687
SWX,Shakawe Airport,small_airport,BW,Shakawe,-18.373899459838867, 21.832599639892578
TLD,Limpopo Valley Airport,small_airport,BW,Tuli Lodge,-22.189199447599997, 29.126899719199997
TBY,Tshabong Airport,small_airport,BW,Tshabong,-26.034524, 22.401252
BZV,Maya-Maya Airport,medium_airport,CG,Brazzaville,-4.251699924468994, 15.253000259399414
DJM,Djambala Airport,small_airport,CG,Djambala,-2.516883, 14.754403
KNJ,Kindamba Airport,small_airport,CG,Kindamba,-3.950000047683716, 14.517000198364258
LCO,Lague Airport,small_airport,CG,Lague,-2.450000047683716, 14.532999992370605
MUY,Mouyondzi Airport,small_airport,CG,Mouyondzi,-4.01487398147583, 13.96611213684082
SIB,Sibiti Airport,small_airport,CG,Sibiti,-3.683000087738037, 13.350000381469727
NKY,Yokangassi Airport,small_airport,CG,Nkayi,-4.223077, 13.286347
ANJ,Zanaga Airport,small_airport,CG,Zanaga,-2.8499999046325684, 13.817000389099121
MSX,Mossendjo Airport,small_airport,CG,Mossendjo,-2.950000047683716, 12.699999809265137
BOE,Boundji Airport,small_airport,CG,Boundji,-1.0329999923706055, 15.383000373840332
OLL,Oyo Ollombo Airport,medium_airport,CG,Oyo,-1.226666, 15.91
EWO,Ewo Airport,small_airport,CG,Ewo,-0.8830000162124634, 14.800000190734863
GMM,Gamboma Airport,small_airport,CG,Gamboma,-1.829403, 15.885237
ION,Impfondo Airport,small_airport,CG,Impfondo,1.6169999837875366, 18.066999435424805
KEE,Kelle Airport,small_airport,CG,Kelle,-0.08299999684095383, 14.532999992370605
MKJ,Makoua Airport,small_airport,CG,Makoua,-0.017000000923871994, 15.583000183105469
FTX,Owando Airport,medium_airport,CG,Owando,-0.5313500165939331, 15.95009994506836
SOE,Souanke Airport,small_airport,CG,Souanke,2.066999912261963, 14.133000373840332
BTB,Betou Airport,small_airport,CG,Betou,3.057593, 18.514433
OUE,Ouesso Airport,medium_airport,CG,,1.6159900426899998, 16.0379009247
KMK,Makabana Airport,small_airport,CG,Makabana,-3.4830000400543213, 12.616999626159668
DIS,Ngot Nzoungou Airport,medium_airport,CG,Dolisie,-4.20635, 12.6599
PNR,Antonio Agostinho-Neto International Airport,medium_airport,CG,Pointe Noire,-4.81603, 11.8866
MTS,Matsapha Airport,medium_airport,SZ,Manzini,-26.528999, 31.307501
SHO,King Mswati III International Airport,large_airport,SZ,Mpaka,-26.358611, 31.716944
FEA,Fetlar Airstrip,small_airport,GB,Fetlar Island,60.603333, -0.872778
CRF,Carnot Airport,small_airport,CF,Carnot,4.936999797821045, 15.894000053405762
BGF,Bangui M'Poko International Airport,medium_airport,CF,Bangui,4.39847993850708, 18.518800735473633
BGU,Bangassou Airport,small_airport,CF,Bangassou,4.784999847412109, 22.7810001373291
IRO,Birao Airport,small_airport,CF,Birao,10.23639965057373, 22.716899871826172
BBY,Bambari Airport,small_airport,CF,Bambari,5.847012, 20.64992
NDL,N'Délé Airport,small_airport,CF,N'Délé,8.427206039428711, 20.635156631469727
BOP,Bouar Airport,small_airport,CF,Bouar,5.958000183105469, 15.63700008392334
BIV,Bria Airport,small_airport,CF,Bria,6.527780055999756, 21.98940086364746
BSN,Bossangoa Airport,small_airport,CF,Bossangoa,6.492000102996826, 17.429000854492188
BBT,Berbérati Airport,medium_airport,CF,Berbérati,4.2215800285339355, 15.786399841308594
ODA,Ouadda Airport,small_airport,CF,Ouadda,8.010560035705566, 22.39859962463379
AIG,Yalinga Airport,small_airport,CF,Yalinga,6.519999980926514, 23.260000228881836
IMO,Zemio Airport,small_airport,CF,Zemio,5.002226, 25.101857
MKI,M'Boki Airport,small_airport,CF,Mboki,5.33301019669, 25.931900024399997
BTG,Batangafo Airport,small_airport,CF,Batangafo,7.314109802246094, 18.308799743652344
GDI,Gordil Airport,small_airport,CF,Melle,9.581117, 21.728172
BMF,Bakouma Airport,small_airport,CF,Bakouma,5.693999767303467, 22.801000595092773
ODJ,Ouanda Djallé Airport,small_airport,CF,Ouanda Djallé,8.899999618530273, 22.783000946044922
RFA,Rafaï Airport,small_airport,CF,Rafaï,4.988609790802002, 23.927799224853516
BCF,Bouca Airport,small_airport,CF,Bouca,6.517000198364258, 18.267000198364258
BOZ,Bozoum Airport,small_airport,CF,Bozoum,6.344170093536377, 16.3218994140625
NBN,Annobón Airport,small_airport,GQ,San Antonio de Palé,-1.408615, 5.624163
BSG,Bata Airport,medium_airport,GQ,Bata,1.90547, 9.80568
GEM,President Obiang Nguema International Airport,small_airport,GQ,Mengomeyén,1.685334, 11.024394
SSG,Malabo Airport,medium_airport,GQ,Malabo,3.755270004272461, 8.708720207214355
ASI,RAF Ascension Island,medium_airport,SH,Cat Hill,-7.9696, -14.3937
HLE,Saint Helena Airport,small_airport,SH,Longwood,-15.957725, -5.645943
MRU,Sir Seewoosagur Ramgoolam International Airport,large_airport,MU,Plaine Magnien,-20.430201, 57.683601
RRG,Sir Charles Gaetan Duval Airport,medium_airport,MU,Port Mathurin,-19.7577, 63.361
FIN,Finschhafen Airport,small_airport,PG,Buki,-6.621750109, 147.85405
KVU,Korolevu Seaplane Base,seaplane_base,FJ,Korolevu,-18.215569, 177.729767
NKW,Diego Garcia Naval Support Facility,medium_airport,IO,Diego Garcia,-7.31327, 72.411102
KBI,Kribi Airport,small_airport,CM,Kribi,2.8738899231, 9.9777803421
TKC,Tiko Airport,medium_airport,CM,Tiko,4.08919000626, 9.360529899600001
DLA,Douala International Airport,medium_airport,CM,Douala,4.0060801506, 9.719479560849999
MMF,Mamfe Airport,small_airport,CM,Mamfe,5.704170227050781, 9.306389808654785
BLC,Bali Airport,small_airport,CM,Bali,5.89527777778, 10.0338888889
KLE,Kaélé Airport,small_airport,CM,Kaélé,10.092499732971191, 14.445599555969238
OUR,Batouri Airport,small_airport,CM,Batouri,4.474999904632568, 14.362500190734863
GXX,Yagoua Airport,small_airport,CM,Yagoua,10.356100082397461, 15.237199783325195
MVR,Salak Airport,medium_airport,CM,Maroua,10.451399803161621, 14.257399559020996
FOM,Foumban Nkounja Airport,medium_airport,CM,Foumban,5.636919975280762, 10.750800132751465
NGE,N'Gaoundéré Airport,medium_airport,CM,N'Gaoundéré,7.3570098876953125, 13.559200286865234
BTA,Bertoua Airport,small_airport,CM,Bertoua,4.548610210418701, 13.726099967956543
GOU,Garoua International Airport,medium_airport,CM,Garoua,9.33588981628418, 13.370100021362305
DSC,Dschang Airport,small_airport,CM,Dschang,5.449999809265137, 10.067000389099121
BFX,Bafoussam Airport,medium_airport,CM,Bafoussam,5.536920070650001, 10.354599952700001
BPC,Bamenda Airport,medium_airport,CM,Bamenda,6.039239883422852, 10.122599601745605
EBW,Ebolowa Airport,small_airport,CM,Ebolowa,2.875999927520752, 11.1850004196167
YAO,Yaoundé Airport,medium_airport,CM,Yaoundé,3.8360400199890137, 11.523500442504883
NSI,Yaoundé Nsimalen International Airport,medium_airport,CM,Yaoundé,3.722559928894043, 11.553299903869629
MMQ,Mbala Airport,small_airport,ZM,Mbala,-8.859169960021973, 31.33639907836914
CIP,Chipata Airport,small_airport,ZM,Chipata,-13.558300018310547, 32.58720016479492
JEK,Jeki Airport,small_airport,ZM,Jeki,-15.6334, 29.6036
CGJ,Kasompe Airport,medium_airport,ZM,Chingola,-12.572799682617, 27.893899917603
KLB,Kalabo Airport,small_airport,ZM,Kalabo,-14.998818, 22.648372
KMZ,Kaoma Airport,small_airport,ZM,Kaoma,-14.800000190734863, 24.783000946044922
KAA,Kasama Airport,small_airport,ZM,Kasama,-10.216699600219727, 31.13330078125
ZKB,Kasaba Bay Airport,small_airport,ZM,Kasaba Bay,-8.524999618530273, 30.663000106811523
LVI,Harry Mwanga Nkumbula International Airport,medium_airport,ZM,Livingstone,-17.8218, 25.822701
LXU,Lukulu Airport,small_airport,ZM,Lukulu,-14.375891, 23.248648
LUN,Kenneth Kaunda International Airport,large_airport,ZM,Lusaka,-15.330833, 28.452722
MNS,Mansa Airport,small_airport,ZM,Mansa,-11.13700008392334, 28.872600555419922
MFU,Mfuwe Airport,medium_airport,ZM,Mfuwe,-13.258899688720703, 31.936599731445312
MNR,Mongu Airport,medium_airport,ZM,Mongu,-15.254500389099121, 23.16230010986328
ZGM,Ngoma Airport,small_airport,ZM,Ngoma,-15.9658, 25.9333
NLA,Simon Mwansa Kapwepwe International Airport,medium_airport,ZM,Ndola,-12.998512, 28.664047
RYL,Royal Zambezi Lodge Airstrip,small_airport,ZM,Lower Zambezi River,-15.724789, 29.303541
SXG,Senanga Airport,small_airport,ZM,Senanga,-16.113, 23.2982
KIW,Southdowns Airport,medium_airport,ZM,Kitwe,-12.900500297546387, 28.149900436401367
SJQ,Sesheke Airport,small_airport,ZM,Sesheke,-17.47632, 24.306089
SLI,Solwesi Airport,small_airport,ZM,Solwesi,-12.173700332641602, 26.365100860595703
FLT,Flat Airport,small_airport,US,Flat,62.452598571799996, -157.988998413
BBZ,Zambezi Airport,small_airport,ZM,Zambezi,-13.535996, 23.10559
ULI,Ulithi Airport,small_airport,FM,Falalop Island,10.0198, 139.789993
HAH,Prince Said Ibrahim International Airport,medium_airport,KM,Moroni,-11.5337, 43.2719
NWA,Mohéli Bandar Es Eslam Airport,medium_airport,KM,Fomboni,-12.2981, 43.766399
AJN,Ouani Airport,medium_airport,KM,Ouani,-12.131047, 44.430044
DZA,Dzaoudzi Pamandzi International Airport,medium_airport,YT,Dzaoudzi,-12.809319, 45.281815
RUN,Roland Garros Airport,large_airport,RE,Sainte-Marie,-20.890087, 55.518894
ZSE,Pierrefonds Airport,medium_airport,RE,Saint-Pierre,-21.319362, 55.422506
WML,Malaimbandy Airport,small_airport,MG,Malaimbandy,-20.355390292099997, 45.5433726311
ATJ,Antsirabe Airport,small_airport,MG,Antsirabe,-19.8392214824, 47.063713073699994
WAQ,Antsalova Airport,small_airport,MG,Antsalova,-18.701273, 44.614921
VVB,Mahanoro Airport,small_airport,MG,Mahanoro,-19.83300018310547, 48.79999923706055
TNR,Ivato Airport,large_airport,MG,Antananarivo,-18.7969, 47.478802
JVA,Ankavandra Airport,small_airport,MG,Ankavandra,-18.80501, 45.273467
BMD,Belo sur Tsiribihina Airport,small_airport,MG,Belo sur Tsiribihina,-19.6867008209, 44.541900634799994
ZVA,Miandrivazo Airport,medium_airport,MG,Miandrivazo,-19.562799, 45.450802
MXT,Maintirano Airport,small_airport,MG,Maintirano,-18.049999, 44.033001
ILK,Atsinanana Airport,small_airport,MG,Ilaka,-19.58300018310547, 48.803001403808594
TVA,Morafenobe Airport,small_airport,MG,Morafenobe,-17.850083, 44.920467
SMS,Sainte Marie Airport,medium_airport,MG,Vohilava,-17.093901, 49.8158
TMM,Toamasina Ambalamanasy Airport,medium_airport,MG,Toamasina,-18.109501, 49.392502
WTA,Tambohorano Airport,small_airport,MG,Tambohorano,-17.47610092163086, 43.972801208496094
MOQ,Morondava Airport,medium_airport,MG,Morondava,-20.2847, 44.3176
WTS,Tsiroanomandidy Airport,small_airport,MG,Tsiroanomandidy,-18.759677, 46.054065
VAT,Vatomandry Airport,small_airport,MG,Vatomandry,-19.383333, 48.95
WAM,Ambatondrazaka Airport,small_airport,MG,Ambatondrazaka,-17.795378, 48.442583
DIE,Arrachart Airport,medium_airport,MG,Antisiranana,-12.3494, 49.291698
WBE,Ankaizina Airport,small_airport,MG,Bealanana,-14.544277, 48.691413
WMR,Mananara Nord Airport,medium_airport,MG,Mananara Nord,-16.16390037536621, 49.773799896240234
ZWA,Andapa Airport,medium_airport,MG,,-14.651700019836426, 49.620601654052734
AMB,Ambilobe Airport,small_airport,MG,,-13.188400268554688, 48.987998962402344
WBD,Avaratra Airport,small_airport,MG,Befandriana,-15.199999809265137, 48.483001708984375
WPB,Port Bergé Airport,small_airport,MG,Port Bergé,-15.584286, 47.623587
ANM,Antsirabe Airport,medium_airport,MG,Antsirabe,-14.9994, 50.320202
HVA,Analalava Airport,medium_airport,MG,Analalava,-14.629514, 47.763555
MJN,Amborovy Airport,medium_airport,MG,Mahajanga,-15.666842, 46.351233
NOS,Fascene Airport,medium_airport,MG,Nosy Be,-13.3121, 48.3148
DWB,Soalala Airport,small_airport,MG,Soalala,-16.10169, 45.358837
WMP,Mampikony Airport,small_airport,MG,Mampikony,-16.0722693402, 47.644164562200004
BPY,Besalampy Airport,medium_airport,MG,Besalampy,-16.74453, 44.482484
WMN,Maroantsetra Airport,medium_airport,MG,Maroantsetra,-15.437742, 49.689081
SVB,Sambava Airport,medium_airport,MG,Sambava,-14.2786, 50.174702
TTS,Tsaratanana Airport,small_airport,MG,Tsaratanana,-16.751064, 47.619016
VOH,Vohemar Airport,medium_airport,MG,Vohemar,-13.3758, 50.0028
WAI,Ambalabe Airport,medium_airport,MG,Antsohihy,-14.898799896240234, 47.993900299072266
WMA,Mandritsara Airport,small_airport,MG,Mandritsara,-15.845992, 48.834718
IVA,Ampampamena Airport,small_airport,MG,,-13.484816, 48.632702
WBO,Antsoa Airport,small_airport,MG,Beroroha,-21.606983764699997, 45.136020183599996
WMD,Mandabe Airport,small_airport,MG,Mandabe,-21.0463049303, 44.9404120445
FTU,Tôlanaro Airport,medium_airport,MG,Tôlanaro,-25.038099, 46.9561
WFI,Fianarantsoa Airport,medium_airport,MG,Fianarantsoa,-21.441601, 47.111698
RVA,Farafangana Airport,small_airport,MG,Farafangana,-22.8053, 47.820599
IHO,Ihosy Airport,small_airport,MG,Ihosy,-22.404720202399997, 46.1649370193
MJA,Manja Airport,small_airport,MG,Manja,-21.426105, 44.316509
